unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc6,facloc7,facloc8,facloc9,facloc10,facloc12,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"103495","5","1","","","","","","","","1","","","","","","","","2","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","3","","",""
"103501","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"103510","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","",""
"103529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103547","5","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","3","","",""
"103583","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","1","1","","","1","1","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"103617","6","1","","","","","","1","","","","","","","","","","1","1","","1","","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","1","","",""
"103635","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"103644","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","1","","","1","1","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","","",""
"103653","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"103723","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","1","","","","","","","1","","","","","","","1","1","1","1","","","1","","","1","","",""
"103732","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"103741","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","1","1","1","1","","","1","","",""
"103769","5","1","1","","","","","1","1","","","","","","","","","2","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","3","","",""
"103778","6","1","","1","","","","1","","","","1","","","","","","2","","","","","","","","","","","","1","1","","4","1","1","","","","","","","","","","","","1","","1","1","1","","","1","","","1","","",""
"103787","1","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"103796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103811","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","1","1","","","","","","","","","","","","","","","1","1","","","","","","","","",""
"103820","","1","","","1","","","1","","","","","1","","","","","2","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"103848","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"103857","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"103893","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"103909","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"103927","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"103945","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","1","","1","","","","","","1","","",""
"103954","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"103963","2","1","","","","","","1","","","","1","","","","","","2","","","1","","1","","","1","","1","1","1","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"103972","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"104009","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","1","","",""
"104018","1","1","","","","","","1","","","","1","","","","","","2","","","1","","","1","1","","","1","","1","1","","","","","","","","","1","","","","","","","1","","1","","","","","1","","","1","","",""
"104072","5","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","1","1","","1","","","1","","","3","","",""
"104090","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","","1","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","1","","",""
"104115","5","1","","","","","","1","","","","1","","","","","","2","","","","","","","","","","","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"104151","1","1","1","1","1","","","1","","1","1","1","1","","","","","1","1","","1","1","1","1","1","1","","","","1","1","","","1","1","1","1","1","","","1","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"104160","1","1","","","1","","","1","1","1","1","","1","","1","1","1","1","1","","1","","1","1","1","","1","1","1","1","","","","1","1","","","","","","","1","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"104179","1","1","1","1","1","1","","1","1","","1","","1","1","","1","","1","1","","1","1","1","1","1","","","1","","1","","","","1","","1","1","1","","","","","1","1","1","","","1","1","1","1","1","1","1","","","1","","",""
"104188","5","1","","","1","","","1","","","","","1","","","","","2","","","1","","1","","","1","","1","1","","1","","","","1","","","","","1","","","","","","","1","","1","1","1","","","1","","","1","","",""
"104212","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","1","","","1","1","","","","","","","","","","","","","","1","1","1","","","","","1","1","","",""
"104230","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"104249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104267","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","","","","1","1","","1","","","1","","","1","","",""
"104276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104294","6","1","","","","","","","","1","","1","","","","","","2","","","","","1","","","1","1","","","","1","","","","","","","","","1","","","","","","","","1","1","1","1","","1","1","1","","1","","",""
"104319","6","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","",""
"104328","5","1","","","","","","","","1","","","","","","","","2","","","","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","1","1","1","1","1","","1","","","3","","",""
"104346","1","1","1","","","","","1","1","1","","1","","","","","","1","1","1","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","1","","1","","",""
"104355","6","1","","","","","","1","","","","1","","","","","","2","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","3","","",""
"104364","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","1","1","","","1","","","1","","",""
"104382","1","1","1","1","","","","1","","","","1","","","","","","2","","","1","","","","","","","1","1","","","","","1","1","1","1","","","","","","","","","","","1","1","1","","","","","","","1","","",""
"104391","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"104416","6","1","1","","","","","1","","","","","","","","","","2","","","1","","1","","","1","1","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","3","","",""
"104425","1","1","","","1","","","1","1","1","1","","1","","1","","","1","1","","1","","","","","","","1","1","1","","1","","1","","","","1","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"104434","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
